char,hanviet,pinyin
訾,['tí'],zi3
誒,['ai'],ei1
誒,['ai'],ei2
誒,['ai'],ei3
誒,['ai'],ei4
誒,['hy'],xi1
語,['ngữ'],yu3
語,['ngứ'],yu4
說,"['thuyết', 'thuế']",shui4
說,['thuyết'],shuo1
調,['điệu'],diao4
調,['điều'],tiao2
論,['luận'],lun2
論,['luận'],lun4
謏,['tẩu'],sou3
謏,['tiểu'],xiao3
謚,['thuỵ'],shi4
謚,['ích'],yi4
謾,['man'],man2
謾,['mạn'],man4
識,['thức'],shi2
識,['chí'],zhi4
譙,['tiều'],qiao2
譙,['tiếu'],qiao4
讀,['đậu'],dou4
讀,"['đọc', 'độc']",du2
豁,['khoát'],hua2
豁,['khoát'],huo1
豁,['khoát'],huo4
豈,['khải'],kai3
豈,['khởi'],qi3
豊,['phong'],feng1
豊,['lễ'],li3
豻,"['ngạn', 'ngan']",an4
豻,"['ngạn', 'ngan']",han4
貉,"['hào', 'hạc']",he2
貉,['mạch'],mo4
賁,['bôn'],ben1
賁,['bí'],bi4
賈,['giả'],jia3
賈,['cổ'],gu3
趄,['thư'],ju1
趄,['thiết'],qie4
趟,['thảng'],tang1
趟,['thảng'],tang4
趯,['địch'],ti4
趯,['dược'],yue4
足,['tú'],ju4
足,['túc'],zu2
跂,['kịch'],ji1
跂,['kỳ'],qi2
跂,['kỳ'],qi3
跂,['khí'],qi4
跂,['chi'],zhi1
踅,['thệ'],chi4
踅,['tuyệt'],xue2
踉,['lương'],liang2
踉,['lượng'],liang4
蹶,"['quyết', 'quệ']",jue2
蹶,"['quyết', 'quệ']",jue3
軋,"['yết', 'loát']",ya4
軋,['ca'],ga2
軋,[],zha2
載,['tải'],zai3
載,"['tải', 'tái']",zai4
轉,['chuyển'],zhuai3
轉,['chuyển'],zhuan3
轉,['chuyến'],zhuan4
辟,['tích'],bi4
辟,['tịch'],pi4
迆,['di'],yi2
迆,['dĩ'],yi3
迤,['di'],yi2
迤,['dĩ'],yi3
迫,['bài'],pai3
迫,"['bách', 'bức']",po4
追,['đôi'],dui1
追,['truy'],zhui1
逮,['đãi'],dai3
逮,['đãi'],dai4
過,['quá'],guo1
過,"['quá', 'qua']",guo4
過,['qua'],guo5
遠,['viễn'],yuan3
遠,['viễn'],yuan4
還,['hoàn'],huan2
還,['hoàn'],hai2
那,['na'],na1
那,['na'],nuo2
那,['nả'],na3
那,['na'],na4
郄,[],qie4
郄,['khích'],xi4
酊,['đinh'],ding1
酊,['đính'],ding3
酖,['đam'],dan1
酖,['trậm'],zhen4
酢,['thố'],cu4
酢,['tạc'],zuo4
醱,['phát'],fa1
醱,['bát'],po1
采,['thái'],cai3
采,['thái'],cai4
重,['trùng'],chong2
重,['trọng'],zhong4
量,['lượng'],liang2
量,['lượng'],liang4
釕,['liễu'],liao3
釕,['liễu'],liao4
釘,['đinh'],ding1
釘,['đính'],ding4
鈀,['bả'],ba3
鈀,['ba'],pa2
鈆,"['diên', 'duyên']",yan2
鈆,"['diên', 'duyên']",qian1
鈿,['điền'],dian4
鈿,['điền'],tian2
銑,['tiển'],xi3
銑,['tiển'],xian3
銚,['diêu'],yao2
銚,['điệu'],diao4
銾,['cống'],gong3
銾,['hống'],hong4
鋌,['đĩnh'],ding4
鋌,['thính'],ting3
鋦,['cư'],ju1
鋦,['cục'],ju2
鋪,['phô'],pu1
鋪,['phố'],pu4
鋸,['cư'],ju1
鋸,['cưa'],ju4
鎬,['cảo'],gao3
鎬,['hạo'],hao4
鏹,['cường'],qiang1
鏹,['cưỡng'],qiang3
鐔,['đàm'],tan2
鐔,['tầm'],xin2
鐺,['sanh'],cheng1
鐺,['đang'],dang1
鑽,"['khoan', 'toàn']",zuan1
鑽,"['khoan', 'toản']",zuan4
長,['trường'],chang2
長,['trưởng'],zhang3
閒,['gian'],jian1
閒,['gián'],jian4
閒,['nhàn'],xian2
間,['gian'],jian1
間,['gián'],jian4
閤,"['hợp', 'hạp']",he2
閤,['cáp'],ge2
閬,['lãng'],lang2
閬,['lãng'],lang4
閼,['át'],e4
閼,['yên'],yan1
闍,['đồ'],du1
闍,['xà'],she2
闕,['khuyết'],que1
闕,['khuyết'],que4
阿,['a'],a1
阿,['a'],e1
陂,['bi'],bei1
陂,['pha'],po1
降,['giáng'],jiang4
降,['hàng'],xiang2
隗,['cao'],kui2
隗,['ngỗi'],wei3
隱,['ẩn'],yin3
隱,['ấn'],yin4
雋,['tuyến'],juan4
雋,['tuấn'],jun4
難,['nan'],nan2
難,['nạn'],nan4
雨,['vũ'],yu3
雨,['vũ'],yu4
靚,"['tịnh', 'tĩnh']",jing4
靚,[],liang4
靡,['my'],mi2
靡,['mỹ'],mi3
鞅,['ương'],yang1
鞅,['ưởng'],yang4
鞝,['thượng'],shang4
鞝,['chưởng'],zhang3
頃,['khuynh'],qing1
頃,['khoảnh'],qing3
頡,['hiệt'],xie2
頡,['kiết'],jie2
頦,['cai'],ke1
頦,['cai'],ke2
食,['thực'],shi2
食,['tự'],si4
飲,['ẩm'],yin3
飲,['ấm'],yin4
餔,['bô'],bu1
餔,['bộ'],bu4
餾,['lưu'],liu2
餾,['lựu'],liu4
饢,['nang'],nang2
饢,['nãng'],nang3
馮,['phùng'],feng2
馮,['bằng'],ping2
馱,['đạ'],duo4
馱,"['thồ', 'đà']",tuo2
騎,['kỵ'],ji4
騎,['kỵ'],qi2
鬄,[],di2
鬄,['thế'],ti4
鬲,['cách'],ge2
鬲,['lịch'],li4
鮮,['tiên'],xian1
鮮,['tiên'],xian3
鯖,['thinh'],qing1
鯖,['chinh'],zheng1
鱣,['thiện'],shan4
鱣,['chiên'],zhan1
鵠,['cốc'],gu3
鵠,['hộc'],hu2
麃,['tiêu'],biao1
麃,['bào'],pao2
麇,['quân'],jun1
麇,['quần'],qun2
麗,['ly'],li2
麗,['lệ'],li4
黽,['mãnh'],meng3
黽,['mẫn'],min3
齦,['khẩn'],ken3
齦,['ngân'],yin2
龜,['quy'],gui1
龜,['quân'],jun1
龜,['khưu'],qiu1
下,['hạ'],xia4
丑,['sửu'],chou3
丘,['khâu'],qiu1
丫,['nha'],ya1
丹,['đan'],dan1
主,"['chủ', 'chúa']",zhu3
乃,['nãi'],nai3
乓,['bàng'],pang1
乗,['thừa'],cheng2
九,['cửu'],jiu3
也,['dã'],ye3
亍,['xúc'],chu4
井,['tỉnh'],jing3
亜,['á'],ya4
亥,['hợi'],hai4
京,['kinh'],jing1
亮,['lượng'],liang4
人,['nhân'],ren2
亻,['nhân'],ren2
仁,['nhân'],ren2
仃,['đinh'],ding1
他,['tha'],ta1
付,['phó'],fu4
仮,['giả'],jia3
伏,['phục'],fu2
休,['hưu'],xiu1
伱,['nễ'],ni3
但,['đãn'],dan4
住,"['trú', 'trụ']",zhu4
佑,['hựu'],you4
佟,['đồng'],tong2
你,['nễ'],ni3
佢,['cừ'],qu2
佷,['hận'],hen3
佺,['thuyên'],quan2
佻,['khiêu'],tiao1
侁,['thân'],shen1
侄,['điệt'],zhi2
侏,['chu'],zhu1
侐,['tuất'],xu4
侖,['luân'],lun2
侜,['chu'],zhou1
侮,['vũ'],wu3
侵,['xâm'],qin1
侹,['đĩnh'],ting3
俁,['vũ'],yu3
俅,['cầu'],qiu2
俍,['lương'],liang2
俏,['tiếu'],qiao4
俐,['lợi'],li4
俑,['dũng'],yong3
俔,['khiếm'],qian4
俚,['lý'],li3
俜,['binh'],ping1
俳,"['bài', 'bồi']",pai2
俴,['kiến'],jian4
俾,['tỷ'],bi3
倉,"['thương', 'thảng']",cang1
倚,['ỷ'],yi3
値,['trị'],zhi2
倮,"['loã', 'khoả']",luo3
倷,['nãi'],nai3
偁,['xưng'],cheng1
偌,['nhạ'],ruo4
偓,['ốc'],wo4
偢,['thiễu'],chou3
偪,['bức'],bi1
偲,['ti'],si1
偷,['thâu'],tou1
偸,['thâu'],tou1
偺,['ta'],zan2
傌,['mạ'],ma4
傕,['quyết'],jue2
傘,['tản'],san3
傞,['thoa'],suo1
傻,['xoạ'],sha3
僎,['soạn'],zhuan4
像,['tượng'],xiang4
僖,['hy'],xi1
僝,['sàn'],chan2
僣,['tiếm'],jian4
僤,['đản'],dan4
僥,['kiểu'],jiao3
僩,['giản'],xian4
僵,['cương'],jiang1
僻,['tích'],pi4
儂,['nùng'],nong2
儈,['khoái'],kuai4
儋,['đam'],dan1
儍,['xoạ'],sha3
儒,['nho'],ru2
儔,['trù'],chou2
儘,['tận'],jin3
儞,['nễ'],ni3
儭,['sấn'],chen4
允,['duẫn'],yun3
兄,['huynh'],xiong1
先,['tiên'],xian1
兎,['thỏ'],tu4
兔,['thỏ'],tu4
兗,['duyện'],yan3
兮,['hề'],xi1
冀,['ký'],ji4
冢,['trủng'],zhong3
冪,['mịch'],mi4
冱,['hộ'],hu4
准,['chuẩn'],zhun3
凍,['đông'],dong4
凔,['sương'],cang1
凡,['phàm'],fan2
出,['xuất'],chu1
刃,['nhận'],ren4
刊,['san'],kan1
刖,['ngoạt'],yue4
刻,['khắc'],ke4
剄,['hĩnh'],jing3
前,['tiền'],qian2
剕,['phí'],fei4
剗,['sản'],chan3
剚,['tứ'],zi4
剛,['cương'],gang1
剞,['kỷ'],ji1
副,"['phó', 'bộ']",fu4
剰,['thặng'],sheng4
剴,['khải'],kai3
剺,['ly'],li2
劊,['quái'],gui4
劑,['tễ'],ji4
劓,"['nhị', 'tị']",yi4
劖,['thiền'],chan2
劘,['my'],mo2
勉,"['miễn', 'mẫn']",mian3
勌,['quyện'],juan4
勔,['miễn'],mian3
勖,['húc'],xu4
勗,['húc'],xu4
務,['vụ'],wu4
勯,['đan'],dan1
匏,['bào'],pao2
匔,['cung'],gong1
匜,['di'],yi2
匝,['táp'],za1
匯,['hối'],hui4
匶,['cữu'],jiu4
卄,['nhập'],nian4
卅,['tạp'],sa4
卆,['tốt'],zu2
卑,['ti'],bei1
卯,['mão'],mao3
卲,['thiệu'],shao4
卵,['noãn'],luan3
卼,['ngột'],wu4
厄,['ách'],e4
厘,['ly'],li2
厝,['thố'],cuo4
厠,['xí'],ce4
又,['hựu'],you4
受,['thọ'],shou4
叛,['phản'],pan4
叟,['tẩu'],sou3
司,"['ti', 'tư']",si1
吋,['thốn'],cun4
后,['hậu'],hou4
向,['hướng'],xiang4
吡,['bỉ'],bi3
含,['hàm'],han2
吵,['sảo'],chao3
告,['cáo'],gao4
呌,['khiếu'],jiao4
周,['chu'],zhou1
呬,['hi'],xi4
呸,['phì'],pei1
呻,['thân'],shen1
咄,['đốt'],duo1
咇,['tất'],bi4
咈,['phật'],fu2
咍,['hai'],hai1
咪,['mi'],mi1
咭,['kê'],ji1
咮,['trụ'],zhou4
咸,['hàm'],xian2
哎,['ai'],ai1
哧,['xích'],chi1
哨,['sáo'],shao4
唁,['ngạn'],yan4
唇,['thần'],chun2
唏,['hi'],xi1
唘,"['khởi', 'khải']",qi3
唰,['soa'],shua1
唲,['nhi'],er2
唵,['úm'],an3
唶,['giới'],jie4
啎,['ngỗ'],wu3
啐,['thối'],cui4
啓,"['khởi', 'khải']",qi3
啟,"['khởi', 'khải']",qi3
啢,['lượng'],liang3
啤,['bia'],pi2
啻,['thí'],chi4
啾,['thu'],jiu1
善,['thiện'],shan4
喆,['triết'],zhe2
喈,['giai'],jie1
喊,['hảm'],han3
喎,['oai'],wai1
喒,['ta'],zan2
喙,['uế'],hui4
喜,['hỷ'],xi3
喬,['kiều'],qiao2
営,"['doanh', 'dinh']",ying2
嗐,['hại'],hai4
嗙,['bảnh'],pang3
嗡,['ông'],weng1
嗤,['xuy'],chi1
嗷,['ngao'],ao2
嗽,['thấu'],sou4
嗾,['thốc'],sou3
嘁,['thích'],qi1
嘒,['uế'],hui4
嘖,['trách'],ze2
嘯,['khiếu'],xiao4
嘰,['ky'],ji1
嘻,['hi'],xi1
噀,['tốn'],xun4
噂,['tổn'],zun3
噅,['huy'],hui1
噇,['sàng'],chuang2
噉,['đạm'],dan4
噗,['phốc'],pu1
噭,['khiếu'],jiao4
嚌,['tế'],ji4
嚏,['xì'],ti4
嚕,['lỗ'],lu1
嚙,['nhai'],nie4
嚥,['yến'],yan4
嚭,['phỉ'],pi3
嚮,['hướng'],xiang4
囁,['nhiếp'],nie4
囅,['sản'],chan3
囓,['niết'],nie4
囗,['vi'],wei2
囘,['hồi'],hui2
回,['hồi'],hui2
囡,['nam'],nan1
囿,['hữu'],you4
圍,"['vi', 'vây']",wei2
圞,['loan'],luan2
圢,['đinh'],ting3
坂,['phản'],ban3
坌,['bộn'],ben4
坯,['phôi'],pi1
坱,['dưỡng'],yang3
坵,['khâu'],qiu1
垃,['lạp'],la1
垓,['cai'],gai1
垔,['nhân'],yin1
垝,['quỷ'],gui3
垠,['ngần'],yin2
垡,['phạt'],fa2
垧,['thưởng'],shang3
垮,['khoả'],kua3
埰,['thái'],cai4
埵,['đoả'],duo3
堂,['đường'],tang2
堆,['đồi'],dui1
堌,['cố'],gu4
堍,['thố'],tu4
堝,['qua'],guo1
堨,['yết'],e4
堿,['kiềm'],jian3
塋,['doanh'],ying2
塍,['thăng'],cheng2
塗,['đồ'],tu2
塙,['xác'],que4
塚,['trủng'],zhong3
塡,['điền'],tian2
填,['điền'],tian2
塹,['tiệm'],qian4
墅,['thự'],shu4
墊,['điếm'],dian4
墟,['khư'],xu1
墺,['áo'],ao4
壚,['lư'],lu2
壞,['hoại'],huai4
壬,['nhâm'],ren2
壯,['tráng'],zhuang4
夂,['tri'],zhi3
夊,['tuy'],sui1
夜,['dạ'],ye4
夠,['cú'],gou4
夤,['dần'],yin2
夥,['hoả'],huo3
夸,['khoa'],kua1
奉,['phụng'],feng4
奏,['tấu'],zou4
奸,['gian'],jian1
她,['tha'],ta1
奼,['xá'],cha4
妄,['vọng'],wang4
妊,['nhâm'],ren4
妓,['kỹ'],ji4
妣,['tỷ'],bi3
姆,['mẫu'],mu3
姊,['tỷ'],zi3
始,['thuỷ'],shi3
姍,['san'],shan1
姐,"['tỷ', 'thư']",jie3
姒,['tự'],si4
姚,['diêu'],yao2
姝,['xu'],shu1
娀,['tung'],song1
威,['uy'],wei1
娉,['phinh'],ping1
娌,['lý'],li3
娓,['vỉ'],wei3
娣,['đễ'],di4
娿,['a'],e1
婀,['a'],e1
婞,['hạnh'],xing4
婢,['tỳ'],bi4
婥,['sước'],chuo4
媕,['an'],an1
媟,['tiết'],xie4
媲,['bễ'],pi4
媵,['dắng'],ying4
媸,['xuy'],chi1
媺,['mỹ'],mei3
媽,['má'],ma1
嫋,['điệu'],niao3
嫚,['mạn'],man4
嫠,['ly'],li2
嫿,['hoạ'],hua4
嬉,['hi'],xi1
嬋,['thuyền'],chan2
嬝,['điệu'],niao3
嬭,['nãi'],nai3
嬲,['niễu'],niao3
孅,['tiêm'],xian1
孟,['mạnh'],meng4
孥,['nô'],nu2
孬,['nạo'],nao1
孵,['phu'],fu1
孿,['loan'],luan2
安,['an'],an1
宏,['hoành'],hong2
宗,['tông'],zong1
定,['định'],ding4
宨,['điệu'],tiao3
容,['dung'],rong2
寁,['toản'],zan3
寄,['ký'],ji4
寔,['thực'],shi2
寤,['ngụ'],wu4
實,['thực'],shi2
寪,['vĩ'],wei3
寳,['bảo'],bao3
寶,['bảo'],bao3
尲,['giam'],gan1
尷,['giam'],gan1
尹,['doãn'],yin3
尻,['khào'],kao1
屄,['bi'],bi1
屈,['khuất'],qu1
屌,['điểu'],diao3
屙,['a'],e1
屠,['đồ'],tu2
屣,['tỷ'],xi3
屭,['hý'],xi4
山,['sơn'],shan1
屺,['dĩ'],qi3
岐,['kỳ'],qi2
岔,['xoá'],cha4
岣,['cẩu'],gou3
岷,['dân'],min2
峪,['dục'],yu4
峱,['nạo'],nao2
峴,['hiện'],xian4
峽,"['hiệp', 'hẹp']",xia2
峿,['ngô'],wu2
崆,['không'],kong1
崎,['khi'],qi2
崔,['thôi'],cui1
崘,['lôn'],lun2
崙,['lôn'],lun2
崟,['dần'],yin2
崬,['đông'],dong1
崽,['tải'],zai3
嵋,['my'],mei2
嵎,['ngu'],yu2
嵬,['ngôi'],wei2
嶔,['khâm'],qin1
嶺,['lĩnh'],ling3
巇,['hy'],xi1
巋,['khuy'],kui1
巘,['nghiễn'],yan3
巡,['tuần'],xun2
左,['tả'],zuo3
巨,['cự'],ju4
己,['kỷ'],ji3
巳,['tỵ'],si4
帀,['táp'],za1
帆,['phàm'],fan1
希,['hy'],xi1
帔,['bí'],pei4
帗,['phạt'],fu2
帙,['trật'],zhi4
帚,['chổi'],zhou3
帟,['diệc'],yi4
帯,['đới'],dai4
帶,['đới'],dai4
幃,['vy'],wei2
幅,['bức'],fu2
幛,['trướng'],zhang4
幞,['phốc'],fu2
幡,['phướn'],fan1
幰,['hiển'],xian3
平,['bình'],ping2
幻,['huyễn'],huan4
庁,"['sảnh', 'thính']",ting1
庄,['trang'],zhuang1
庇,['tý'],bi4
庖,['bào'],pao2
庤,['chí'],zhi4
座,"['toạ', 'toà']",zuo4
康,['khang'],kang1
廂,['sương'],xiang1
廎,['khoảnh'],qing3
廓,['khuếch'],kuo4
廖,['liệu'],liao4
廙,['dị'],yi4
廞,['hân'],xin1
廣,['quảng'],guang3
廬,['lư'],lu2
廳,"['sảnh', 'thính']",ting1
延,['diên'],yan2
建,['kiến'],jian4
廿,['nhập'],nian4
弆,['cử'],ju3
弊,['tệ'],bi4
弔,['điếu'],diao4
引,['dẫn'],yin3
弧,['hồ'],hu2
弭,['mị'],mi3
彆,['biệt'],bie4
彌,['di'],mi2
彐,['kệ'],ji4
彑,['kệ'],ji4
彩,['thái'],cai3
彭,['bành'],peng2
彲,['si'],chi1
彳,['xích'],chi4
征,['chinh'],zheng1
很,['ngận'],hen3
後,['hậu'],hou4
徙,['tỷ'],xi3
徬,['bàng'],pang2
徴,"['trưng', 'chứng']",zheng1
忌,['kỵ'],ji4
忐,['thảm'],tan3
忑,['thắc'],te4
忖,['thốn'],cun3
忡,['xung'],chong1
忮,['kỹ'],zhi4
忻,['hân'],xin1
怎,['chẩm'],zen3
怕,['phạ'],pa4
怖,['bố'],bu4
怚,['thư'],ju4
怹,['than'],tan1
恂,['tuân'],xun2
恆,['hằng'],heng2
恌,['khiêu'],tiao1
恐,['khủng'],kong3
恒,['hằng'],heng2
恓,['tây'],xi1
恚,['huệ'],hui4
恰,['kháp'],qia4
悌,['đễ'],ti4
悔,['hối'],hui3
悛,['thuân'],quan1
悢,['lượng'],liang4
您,['nâm'],nin2
悼,['điệu'],dao4
惋,['oản'],wan3
惎,['kỵ'],ji4
惓,['quyền'],quan2
惕,['thích'],ti4
惙,['chuyết'],chuo4
惛,['hôn'],hun1
惰,['đoạ'],duo4
惹,['nhạ'],re3
惺,['tinh'],xing1
愀,['thiểu'],qiao3
愊,['phức'],bi4
意,['ý'],yi4
愔,['âm'],yin1
愜,['khiếp'],qie4
愨,['xác'],que4
愮,['dao'],yao2
愯,['tủng'],song3
愾,['khái'],kai4
慅,['tao'],sao1
慈,['từ'],ci2
慍,['uấn'],yun4
慟,['thống'],tong4
慤,['xác'],que4
慧,['tuệ'],hui4
慫,['tủng'],song3
慰,"['uỷ', 'uý']",wei4
慳,['khan'],qian1
慶,['khánh'],qing4
憃,['thung'],chong1
憊,['bại'],bei4
憋,['biệt'],bie1
憐,['liên'],lian2
憑,['bằng'],ping2
憙,['hỷ'],xi3
憚,['đạn'],dan4
憝,['đỗi'],dui4
憤,['phẫn'],fen4
憧,['sung'],chong1
憨,['hàm'],han1
憮,['vũ'],wu3
憹,['não'],nao2
憺,['đảm'],dan4
懆,['thảo'],cao3
懊,['áo'],ao4
懥,['chí'],zhi4
懦,['nhu'],nuo4
懰,['lưu'],liu2
懱,['miệt'],mie4
懶,['lãn'],lan3
懽,['hoan'],huan1
戁,['nản'],nan3
戉,['việt'],yue4
戔,['tiên'],jian1
戚,['thích'],qi1
戤,['cái'],gai4
戩,['tiển'],jian3
戭,['diễn'],yan3
戳,['trạc'],chuo1
戴,['đội'],dai4
戽,['hố'],hu4
扂,['điệm'],dian4
扊,['diễm'],yan3
扣,['khấu'],kou4
扦,['thiên'],qian1
扮,['ban'],ban4
技,['kỹ'],ji4
抏,['ngoạn'],wan2
披,['phi'],pi1
抬,['đài'],tai2
抱,['bão'],bao4
抵,['để'],di3
拃,['tra'],zha3
拊,['phủ'],fu3
拕,['tha'],tuo1
拖,['tha'],tuo1
拯,['chửng'],zheng3
拼,['bính'],pin1
挖,['oạt'],wa1
挱,['sa'],suo1
挲,['sa'],suo1
捂,['ngộ'],wu3
捃,['quấn'],jun4
捄,['cứu'],jiu4
捆,['khổn'],kun3
捍,['hãn'],han4
捎,['sao'],shao1
捕,['bắt'],bu3
捥,['oản'],wan4
捧,['bưng'],peng3
捶,['chuỷ'],chui2
掀,['hiên'],xian1
掂,['điêm'],dian1
授,['thụ'],shou4
掉,['điệu'],diao4
掎,['kỷ'],ji3
掔,['kiên'],qian1
掗,['á'],ya4
採,['thái'],cai3
掣,['xiết'],che4
推,['suy'],tui1
掰,['bẻ'],bai1
掽,['bính'],peng4
揀,['giản'],jian3
揉,['nhu'],rou2
揑,['niết'],nie1
插,['sáp'],cha1
揕,['trấm'],zhen4
揠,['yển'],ya4
握,['ác'],wo4
揥,['thế'],ti4
揦,['lạt'],la4
揩,['khai'],kai1
揪,['thu'],jiu1
揫,['thu'],jiu1
援,['viện'],yuan2
揶,['da'],ye2
揷,['sáp'],cha1
揺,['dao'],yao2
搆,['cấu'],gou4
搉,['xác'],que4
搊,['sưu'],chou1
搋,['soai'],chuai1
搓,['tha'],cuo1
搖,['dao'],yao2
搜,['sưu'],sou1
搥,['truỳ'],chui2
搦,['nạch'],nuo4
搧,['thiên'],shan1
搬,['ban'],ban1
搯,['đào'],tao1
搳,['hoa'],hua2
搷,['chẩn'],chen1
摎,['cưu'],jiu1
摒,['bính'],bing4
摴,['sư'],shu1
摷,['tiễu'],jiao3
撈,['lao'],lao1
撐,['chống'],cheng1
撖,['hạm'],han4
撙,['tổn'],zun3
撟,['kiểu'],jiao3
撢,['đạn'],dan3
撧,['tuyệt'],jue1
撲,['phác'],pu1
擠,['tễ'],ji3
擡,['đài'],tai2
擤,['xỉ'],xing3
擯,['tấn'],bin4
擴,['khuếch'],kuo4
擺,['bài'],bai3
攀,['phan'],pan1
攏,['long'],long3
攔,['lan'],lan2
攖,['anh'],ying1
攛,['thoán'],cuan1
攥,['toản'],zuan4
攫,['quắp'],jue2
收,['thu'],shou1
攽,['ban'],ban1
敃,['mẫn'],min3
敞,['sưởng'],chang3
敪,['xuyết'],duo2
敺,['khu'],qu1
敻,['quýnh'],xiong4
敿,['kiểu'],jiao3
斃,['tễ'],bi4
斠,['giác'],jiao4
斤,['cân'],jin1
斮,['trác'],zhuo2
斷,"['đoạn', 'đoán']",duan4
旂,['kỳ'],qi2
旎,['nỉ'],ni3
旖,['ỷ'],yi3
旗,['kỳ'],qi2
旡,['ký'],ji4
旴,['hu'],xu1
旹,['thời'],shi2
易,"['dịch', 'dị']",yi4
昞,['bỉnh'],bing3
昧,['muội'],mei4
昭,['chiêu'],zhao1
昺,['bỉnh'],bing3
晁,['triều'],chao2
時,['thời'],shi2
晌,['thưởng'],shang3
晏,['yến'],yan4
晞,['hy'],xi1
晾,['lượng'],liang4
暗,['ám'],an4
暨,['kỵ'],ji4
暱,['nật'],ni4
暸,['liêu'],liao2
暹,['xiêm'],xian1
暾,['thôn'],tun1
曀,['ý'],yi4
曦,['hy'],xi1
曨,['lung'],long2
曩,['nãng'],nang3
曷,['hạt'],he2
未,"['vị', 'mùi']",wei4
本,['bản'],ben3
李,['lý'],li3
杖,['trượng'],zhang4
杙,['dặc'],yi4
杝,['di'],yi2
杞,['kỷ'],qi3
束,['thúc'],shu4
杪,['diểu'],miao3
杳,['yểu'],yao3
杵,['xử'],chu3
松,['tùng'],song1
枰,['bình'],ping2
枱,['đài'],tai2
枲,['tỷ'],xi3
枷,['gia'],jia1
枻,['duệ'],yi4
柂,['di'],yi2
柅,['nỉ'],ni3
柘,['chá'],zhe4
柢,['đế'],di3
柮,['đốt'],duo4
柶,['tứ'],si4
柹,['thị'],shi4
柿,['thị'],shi4
栓,['xuyên'],shuan1
栞,['san'],kan1
栩,['hủ'],xu3
株,['chu'],zhu1
栵,['lệ'],li4
桀,['kiệt'],jie2
桅,['nguy'],wei2
桋,['di'],yi2
桐,['đồng'],tong2
桯,['thinh'],ting1
桶,['thùng'],tong3
梗,"['cành', 'ngạnh']",geng3
條,['điều'],tiao2
梱,['khổn'],kun3
梵,['phạn'],fan4
棊,['kỳ'],qi2
棖,['tranh'],cheng2
棗,['táo'],zao3
棚,['bằng'],peng2
棧,['sạn'],zhan4
棨,['khể'],qi3
棰,['truỳ'],chui2
椀,['oản'],wan3
椌,['khoang'],qiang1
植,['thực'],zhi2
椑,['ty'],bei1
椓,['trác'],zhuo2
椗,['đính'],ding4
椵,['giả'],jia3
椽,['chuyên'],chuan2
楄,['biên'],pian2
楅,['bức'],bi4
楗,['kiện'],jian4
楢,['do'],you2
楣,['my'],mei2
楦,['huyên'],xuan4
楳,['mai'],mei2
榕,['dung'],rong2
榛,['trăn'],zhen1
榴,['lựu'],liu2
榷,['các'],que4
槊,['sóc'],shuo4
槧,['tạm'],qian4
標,['tiêu'],biao1
樹,['thụ'],shu4
橊,['lựu'],liu2
橋,['kiều'],qiao2
橕,['sanh'],cheng1
機,['cơ'],ji1
橤,['nhuỵ'],rui3
檥,['nghĩ'],yi3
檯,['đài'],tai2
檸,['ninh'],ning2
櫚,['lư'],lu:2
櫳,['lồng'],long2
櫽,['ẩn'],yin3
欂,['bạc'],bo2
欑,['toàn'],zan4
次,['thứ'],ci4
欱,['húp'],he1
欷,['hy'],xi1
歗,['khiếu'],xiao4
止,['chỉ'],zhi3
武,['võ'],wu3
歧,['kỳ'],qi2
殄,['điển'],tian3
殉,['tuẫn'],xun4
殗,['yếp'],ye4
殫,['đàn'],dan1
殭,['cương'],jiang1
殮,['liệm'],lian4
殯,['tấn'],bin4
段,['đoạn'],duan4
殹,['ý'],yi4
殿,['điện'],dian4
毗,['tỳ'],pi2
毘,['tỳ'],pi2
毷,['máo'],mao4
毽,['kiến'],jian4
氅,['sưởng'],chang3
氆,['phổ'],pu3
永,['vĩnh'],yong3
汊,['xá'],cha4
汋,['chước'],zhuo2
汔,['khất'],qi4
汜,['dĩ'],si4
汰,['thải'],tai4
決,['quyết'],jue2
沁,['thấm'],qin4
沇,['duyện'],yan3
沔,['miện'],mian3
沛,['bái'],pei4
沴,['lệ'],li4
泂,['huýnh'],jiong3
泉,['tuyền'],quan2
泲,['tể'],ji3
洎,['kịp'],ji4
洙,['chu'],zhu1
洩,['tiết'],xie4
洱,['nhĩ'],er3
洹,['hoàn'],huan2
洺,['minh'],ming2
洿,['ô'],wu1
浙,['chiết'],zhe4
浦,['phổ'],pu3
浬,['lý'],li3
浼,['mỗi'],mei3
涅,['niết'],nie4
涒,['thôn'],tun1
涕,['thế'],ti4
涫,['quán'],guan4
涬,['hãnh'],xing4
淀,['điến'],dian4
淄,['truy'],zi1
淅,['tích'],xi1
淇,['kỳ'],qi2
淒,['thê'],qi1
淼,['miểu'],miao3
渚,['chử'],zhu3
渨,['ôi'],wei1
渲,['tuyển'],xuan4
渺,['miểu'],miao3
渼,['mỹ'],mei3
湄,['my'],mei2
湊,['thấu'],cou4
湘,['tương'],xiang1
湜,['thực'],shi2
湼,['niết'],nie4
準,['chuẩn'],zhun3
溠,['trá'],zha4
溴,['xú'],xiu4
溶,['dung'],rong2
滏,['phủ'],fu3
滔,['thao'],tao1
滴,['tích'],di1
滻,['sản'],chan3
漓,['ly'],li2
漰,['băng'],peng1
漼,['thôi'],cui3
